phone,restaurant,rating
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,4
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,A,5
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
Android,B,4
